userId,movieId,rating,timestamp,title,age,gender,occupation,zip
81,90,2,2024-08-03 16:40:31,Movie 90,51,M,Engineer,86435
932,97,3,2024-07-01 04:04:56,Movie 97,42,F,Other,26173
562,92,1,2024-12-19 13:09:31,Movie 92,24,M,Artist,23997
872,9,4,2024-12-08 10:22:01,Movie 9,57,F,Doctor,41752
388,12,5,2024-01-08 22:40:23,Movie 12,46,F,Teacher,43328
2,69,2,2024-05-27 20:35:35,Movie 69,32,F,Artist,19221
390,54,1,2024-10-11 03:05:24,Movie 54,62,M,Artist,52769
566,54,3,2024-05-19 08:54:10,Movie 54,22,M,Doctor,41530
106,28,4,2024-02-23 05:07:49,Movie 28,48,M,Engineer,52717
772,56,3,2024-08-10 13:18:37,Movie 56,66,F,Student,57445
822,99,3,2024-08-28 21:17:59,Movie 99,56,M,Teacher,26863
477,69,2,2024-01-28 04:31:50,Movie 69,21,M,Student,80274
703,98,1,2024-08-27 08:56:45,Movie 98,28,F,Student,91852
402,98,5,2024-02-19 08:16:42,Movie 98,31,M,Engineer,95334
730,77,2,2024-08-01 17:34:22,Movie 77,66,F,Teacher,63675
556,58,4,2024-09-10 17:37:27,Movie 58,67,F,Doctor,72550
162,78,3,2024-08-17 13:28:47,Movie 78,45,F,Other,86851
202,75,4,2024-09-10 05:03:15,Movie 75,45,M,Other,49920
958,42,2,2024-11-22 14:01:09,Movie 42,47,M,Other,79880
996,38,2,2024-03-24 11:39:26,Movie 38,37,F,Artist,86827
270,68,5,2024-09-17 13:30:54,Movie 68,69,M,Student,58597
863,53,3,2024-06-27 05:29:49,Movie 53,62,M,Doctor,27747
816,33,2,2024-08-16 17:55:00,Movie 33,19,F,Artist,29549
271,71,4,2024-04-11 14:59:23,Movie 71,52,F,Artist,63274
456,56,5,2024-03-23 03:53:05,Movie 56,45,F,Engineer,32727
462,72,4,2024-12-29 11:51:35,Movie 72,54,M,Artist,50769
727,51,3,2024-10-31 23:24:02,Movie 51,40,F,Other,13338
252,74,5,2024-01-08 20:43:25,Movie 74,24,F,Student,14942
702,43,5,2024-11-30 18:11:16,Movie 43,64,F,Teacher,65850
296,15,5,2024-01-29 11:37:27,Movie 15,51,M,Artist,18273
725,38,1,2024-11-23 04:17:30,Movie 38,18,F,Student,12412
720,15,5,2024-12-10 23:25:28,Movie 15,46,M,Other,12859
749,5,4,2024-08-24 13:12:44,Movie 5,55,M,Artist,31823
338,93,4,2024-12-12 10:44:47,Movie 93,30,F,Engineer,17388
879,83,3,2024-10-10 20:43:10,Movie 83,52,M,Doctor,65162
53,54,2,2024-05-01 03:30:48,Movie 54,56,F,Other,36645
792,51,2,2024-03-05 21:55:57,Movie 51,21,F,Engineer,33794
922,10,1,2024-12-17 21:37:40,Movie 10,44,F,Teacher,86682
217,12,5,2024-06-06 17:48:54,Movie 12,29,F,Artist,44336
764,4,1,2024-10-20 03:25:35,Movie 4,64,M,Other,61303
188,95,3,2024-12-29 19:12:10,Movie 95,28,F,Artist,77775
380,18,3,2024-03-08 10:54:02,Movie 18,44,M,Other,39795
493,80,2,2024-11-04 10:03:02,Movie 80,69,F,Other,34269
41,36,3,2024-07-08 21:01:18,Movie 36,37,F,Student,34691
157,25,5,2024-03-30 05:50:35,Movie 25,40,M,Artist,95555
15,87,4,2024-12-11 04:48:44,Movie 87,61,M,Teacher,76708
813,76,3,2024-12-26 07:56:55,Movie 76,52,F,Student,15220
65,98,1,2024-09-05 04:59:35,Movie 98,56,M,Student,66784
857,36,5,2024-11-01 09:10:55,Movie 36,34,F,Engineer,24627
839,67,3,2024-10-28 10:58:55,Movie 67,58,F,Other,97498
521,9,3,2024-02-06 09:17:08,Movie 9,40,F,Student,38242
344,61,5,2024-12-16 09:15:10,Movie 61,52,M,Doctor,35511
129,53,3,2024-02-19 08:38:24,Movie 53,48,M,Doctor,55684
648,18,4,2024-10-12 07:33:32,Movie 18,23,F,Doctor,18532
472,43,2,2024-10-09 05:13:46,Movie 43,44,F,Teacher,75991
63,35,5,2024-12-10 14:44:44,Movie 35,41,M,Student,73238
139,63,1,2024-04-05 00:45:23,Movie 63,62,F,Doctor,27628
499,98,3,2024-10-19 21:17:02,Movie 98,23,F,Student,98795
593,78,2,2024-08-11 20:12:42,Movie 78,42,F,Teacher,26175
392,4,1,2024-03-29 09:20:02,Movie 4,45,M,Teacher,62084
675,93,1,2024-10-30 10:06:47,Movie 93,49,F,Artist,11391
419,41,4,2024-06-29 12:10:26,Movie 41,55,F,Student,43226
289,45,2,2024-01-14 02:17:00,Movie 45,45,M,Artist,83221
379,50,5,2024-12-11 02:09:24,Movie 50,36,M,Teacher,11971
773,79,2,2024-09-12 11:09:53,Movie 79,33,M,Doctor,99941
490,28,2,2024-03-15 04:58:45,Movie 28,39,F,Engineer,66806
231,42,1,2024-06-30 06:33:02,Movie 42,54,F,Doctor,27795
41,80,4,2024-04-23 20:10:29,Movie 80,37,F,Student,34691
28,76,4,2024-06-28 15:08:07,Movie 76,57,M,Artist,57277
135,69,2,2024-02-04 23:30:47,Movie 69,66,M,Other,90119
201,98,2,2024-02-13 18:21:04,Movie 98,42,M,Teacher,52345
840,1,3,2024-08-17 12:28:52,Movie 1,39,F,Other,50884
780,39,1,2024-08-01 06:43:13,Movie 39,51,F,Engineer,98259
930,96,5,2024-08-10 16:39:21,Movie 96,30,M,Artist,60351
33,90,5,2024-09-05 04:20:20,Movie 90,55,M,Doctor,17902
48,17,4,2024-01-06 20:19:53,Movie 17,42,F,Doctor,53798
503,91,1,2024-08-10 16:07:23,Movie 91,49,F,Artist,33712
407,88,4,2024-03-16 14:48:08,Movie 88,49,F,Artist,95367
574,35,5,2024-12-08 01:14:59,Movie 35,23,F,Doctor,77041
728,46,2,2024-04-08 06:40:07,Movie 46,30,M,Engineer,69484
805,42,1,2024-07-12 09:23:12,Movie 42,62,F,Teacher,93117
99,39,1,2024-03-10 09:30:31,Movie 39,42,M,Doctor,71800
684,90,3,2024-07-08 00:28:53,Movie 90,30,F,Engineer,90764
872,49,2,2024-06-13 20:59:35,Movie 49,57,F,Doctor,41752
726,62,2,2024-04-23 19:57:41,Movie 62,53,F,Other,89341
987,38,4,2024-08-24 10:46:34,Movie 38,29,F,Artist,24795
547,23,1,2024-08-22 03:24:50,Movie 23,55,F,Engineer,21690
961,22,4,2024-11-14 19:05:02,Movie 22,37,M,Doctor,29006
739,4,2,2024-03-12 20:52:43,Movie 4,60,F,Student,32993
613,49,3,2024-02-04 15:40:30,Movie 49,26,M,Artist,81500
943,59,1,2024-09-13 09:37:46,Movie 59,46,F,Engineer,55461
462,73,2,2024-07-30 18:37:43,Movie 73,54,M,Artist,50769
643,68,3,2024-07-27 07:08:52,Movie 68,19,M,Doctor,65480
769,71,5,2024-04-26 01:57:15,Movie 71,32,F,Other,75478
5,87,2,2024-11-21 12:41:51,Movie 87,41,M,Other,12711
218,2,5,2024-05-26 14:34:28,Movie 2,66,M,Teacher,35436
503,49,4,2024-07-21 10:40:30,Movie 49,49,F,Artist,33712
767,88,5,2024-05-07 20:22:51,Movie 88,25,M,Artist,76310
398,95,2,2024-03-17 12:03:18,Movie 95,45,M,Other,86255
871,31,5,2024-06-09 14:08:37,Movie 31,23,M,Teacher,20944
795,40,1,2024-11-15 04:33:12,Movie 40,53,F,Other,29391
393,48,2,2024-10-18 07:52:06,Movie 48,55,M,Doctor,51250
207,51,3,2024-09-01 13:17:22,Movie 51,19,F,Student,72148
15,43,5,2024-06-07 08:00:42,Movie 43,61,M,Teacher,76708
858,98,1,2024-06-02 23:18:35,Movie 98,69,F,Artist,81614
554,55,4,2024-02-05 21:36:52,Movie 55,32,F,Teacher,15340
892,88,4,2024-02-08 00:31:20,Movie 88,24,M,Artist,91876
461,49,5,2024-05-23 12:47:38,Movie 49,35,M,Other,54312
691,90,4,2024-04-22 00:29:16,Movie 90,54,F,Engineer,39000
575,80,3,2024-09-19 23:44:30,Movie 80,40,M,Artist,19448
864,57,2,2024-04-25 23:02:17,Movie 57,21,F,Artist,19229
743,77,1,2024-07-21 04:51:45,Movie 77,65,M,Artist,27258
241,15,5,2024-12-18 07:58:24,Movie 15,29,M,Other,85965
564,27,4,2024-06-27 16:27:06,Movie 27,41,F,Teacher,40278
96,68,2,2024-02-02 17:15:35,Movie 68,56,M,Doctor,28953
900,80,3,2024-07-26 10:35:35,Movie 80,31,M,Artist,23097
734,64,4,2024-04-14 12:43:45,Movie 64,28,M,Student,30029
485,94,4,2024-01-27 22:05:01,Movie 94,37,F,Engineer,37033
407,30,1,2024-04-03 18:40:12,Movie 30,49,F,Artist,95367
231,36,3,2024-04-08 00:04:39,Movie 36,54,F,Doctor,27795
749,67,3,2024-12-29 23:05:40,Movie 67,55,M,Artist,31823
655,86,5,2024-04-10 22:54:25,Movie 86,58,F,Student,68475
171,86,1,2024-12-09 07:51:18,Movie 86,65,F,Student,52089
541,49,5,2024-08-15 14:25:26,Movie 49,26,F,Engineer,28224
36,76,1,2024-04-08 09:44:50,Movie 76,49,M,Doctor,13917
525,55,3,2024-04-24 11:27:25,Movie 55,69,F,Artist,97258
160,85,1,2024-11-05 23:22:24,Movie 85,68,M,Teacher,25232
839,56,1,2024-04-06 10:47:06,Movie 56,58,F,Other,97498
699,68,1,2024-05-20 08:38:39,Movie 68,28,F,Engineer,97365
243,95,2,2024-04-01 23:54:27,Movie 95,44,F,Other,87214
86,44,2,2024-09-25 21:51:45,Movie 44,40,F,Engineer,31690
796,31,3,2024-04-18 09:29:23,Movie 31,40,M,Teacher,67295
578,58,1,2024-10-20 00:01:43,Movie 58,61,M,Student,50177
682,87,3,2024-01-30 17:35:29,Movie 87,64,M,Teacher,79807
557,53,2,2024-10-02 09:53:52,Movie 53,55,M,Artist,52675
574,84,1,2024-10-06 18:59:22,Movie 84,23,F,Doctor,77041
953,79,5,2024-01-14 15:16:29,Movie 79,58,M,Artist,38698
646,23,2,2024-03-15 09:52:47,Movie 23,39,F,Doctor,43452
796,28,2,2024-10-15 06:22:38,Movie 28,40,M,Teacher,67295
28,16,2,2024-04-16 02:07:10,Movie 16,57,M,Artist,57277
620,37,1,2024-07-01 18:59:46,Movie 37,69,F,Student,53316
556,21,4,2024-11-10 21:02:49,Movie 21,67,F,Doctor,72550
340,79,5,2024-01-21 20:29:58,Movie 79,20,M,Other,85962
798,17,5,2024-05-27 21:07:40,Movie 17,30,M,Other,97054
958,37,3,2024-06-29 09:20:43,Movie 37,47,M,Other,79880
331,77,1,2024-01-11 03:00:05,Movie 77,52,M,Teacher,47326
640,19,2,2024-09-04 18:17:57,Movie 19,25,F,Artist,80047
506,30,4,2024-01-01 08:19:34,Movie 30,29,M,Other,47958
348,45,1,2024-06-19 10:04:07,Movie 45,26,F,Doctor,63269
473,18,1,2024-02-04 23:44:34,Movie 18,25,F,Teacher,65919
231,78,4,2024-06-30 11:45:54,Movie 78,54,F,Doctor,27795
190,62,2,2024-06-20 01:40:25,Movie 62,28,M,Doctor,88150
225,36,1,2024-04-22 22:07:56,Movie 36,59,F,Doctor,80062
385,100,5,2024-09-04 01:21:11,Movie 100,67,M,Student,77663
377,84,5,2024-04-06 11:57:35,Movie 84,58,M,Doctor,28242
283,52,4,2024-02-16 19:26:39,Movie 52,47,F,Artist,50433
958,19,2,2024-07-26 13:48:59,Movie 19,47,M,Other,79880
633,44,4,2024-08-11 08:54:52,Movie 44,51,M,Doctor,94230
628,7,1,2024-09-19 02:27:09,Movie 7,49,F,Other,64928
973,44,5,2024-11-01 07:19:56,Movie 44,66,M,Engineer,16826
745,68,3,2024-06-16 03:28:22,Movie 68,64,M,Engineer,80186
259,34,4,2024-10-12 12:16:25,Movie 34,40,M,Artist,83905
359,66,3,2024-10-08 18:29:56,Movie 66,46,F,Engineer,21928
710,69,3,2024-09-10 02:35:11,Movie 69,35,M,Engineer,83805
456,55,5,2024-04-13 12:14:29,Movie 55,45,F,Engineer,32727
411,10,4,2024-07-27 18:59:04,Movie 10,59,F,Engineer,77678
649,96,3,2024-07-27 16:42:45,Movie 96,49,M,Other,22891
318,42,1,2024-11-07 16:10:56,Movie 42,64,M,Doctor,18986
677,41,2,2024-10-13 22:05:49,Movie 41,27,F,Other,26652
225,77,2,2024-11-15 21:17:09,Movie 77,59,F,Doctor,80062
819,69,5,2024-07-17 22:11:09,Movie 69,47,M,Student,10141
234,10,4,2024-01-30 02:30:37,Movie 10,43,F,Doctor,92942
684,10,4,2024-02-05 23:19:46,Movie 10,30,F,Engineer,90764
664,91,2,2024-08-27 23:14:13,Movie 91,29,F,Student,34415
975,60,1,2024-04-10 14:10:25,Movie 60,41,F,Student,62828
827,51,2,2024-10-12 20:26:11,Movie 51,27,M,Teacher,77963
374,21,2,2024-01-08 17:29:25,Movie 21,42,F,Artist,46112
672,8,4,2024-06-09 08:51:48,Movie 8,25,F,Teacher,76920
608,65,3,2024-07-14 11:12:37,Movie 65,63,M,Student,58554
472,92,1,2024-02-21 10:44:30,Movie 92,44,F,Teacher,75991
233,78,4,2024-06-07 06:07:35,Movie 78,18,M,Student,14167
692,85,2,2024-11-12 22:30:32,Movie 85,58,F,Student,37973
113,30,3,2024-06-12 16:58:28,Movie 30,24,M,Other,99642
830,85,1,2024-01-29 22:32:21,Movie 85,23,M,Engineer,45983
497,49,5,2024-10-25 08:59:33,Movie 49,50,F,Engineer,15944
442,9,1,2024-11-16 01:34:57,Movie 9,20,M,Artist,37473
564,17,1,2024-05-26 21:51:11,Movie 17,41,F,Teacher,40278
268,69,2,2024-06-28 06:39:47,Movie 69,57,F,Student,52384
510,58,2,2024-01-22 11:09:52,Movie 58,44,M,Doctor,21624
807,57,5,2024-02-22 23:51:23,Movie 57,67,M,Other,61489
386,62,5,2024-10-11 13:11:11,Movie 62,54,M,Doctor,95559
387,95,5,2024-05-15 20:00:32,Movie 95,42,F,Engineer,33860
113,52,4,2024-12-18 03:27:34,Movie 52,24,M,Other,99642
613,61,4,2024-06-29 13:13:51,Movie 61,26,M,Artist,81500
625,40,2,2024-03-08 19:46:24,Movie 40,41,F,Doctor,12768
952,38,2,2024-04-22 09:29:19,Movie 38,37,F,Teacher,68851
81,43,5,2024-05-10 11:28:37,Movie 43,51,M,Engineer,86435
699,63,4,2024-05-30 14:18:57,Movie 63,28,F,Engineer,97365
113,19,3,2024-10-30 23:49:41,Movie 19,24,M,Other,99642
2,100,4,2024-06-03 23:57:09,Movie 100,32,F,Artist,19221
642,50,2,2024-02-28 21:41:15,Movie 50,37,F,Teacher,98690
220,33,4,2024-07-15 14:30:18,Movie 33,35,M,Doctor,98357
566,13,2,2024-06-01 16:05:54,Movie 13,22,M,Doctor,41530
855,78,5,2024-06-12 11:55:19,Movie 78,37,M,Artist,66792
997,97,5,2024-10-07 16:06:50,Movie 97,66,F,Engineer,88085
736,62,5,2024-09-11 18:17:07,Movie 62,52,F,Teacher,37097
225,93,3,2024-02-27 19:54:36,Movie 93,59,F,Doctor,80062
385,43,3,2024-12-14 17:08:06,Movie 43,67,M,Student,77663
403,49,2,2024-06-14 22:04:51,Movie 49,45,M,Other,81325
638,36,1,2024-10-19 07:06:24,Movie 36,38,M,Artist,64711
130,10,3,2024-07-02 00:55:17,Movie 10,48,F,Student,54874
53,95,2,2024-06-09 21:53:08,Movie 95,56,F,Other,36645
684,6,4,2024-05-23 22:22:16,Movie 6,30,F,Engineer,90764
730,57,5,2024-01-12 01:11:58,Movie 57,66,F,Teacher,63675
672,1,5,2024-11-15 07:28:29,Movie 1,25,F,Teacher,76920
710,71,5,2024-01-30 16:47:42,Movie 71,35,M,Engineer,83805
416,58,2,2024-11-10 01:25:12,Movie 58,53,F,Doctor,90361
247,91,5,2024-10-17 11:35:39,Movie 91,45,F,Other,77557
836,21,3,2024-08-16 09:02:18,Movie 21,45,F,Engineer,36469
439,92,4,2024-08-11 17:22:31,Movie 92,69,M,Engineer,21804
203,80,5,2024-09-15 14:22:54,Movie 80,54,M,Teacher,42614
184,56,2,2024-01-26 23:43:50,Movie 56,65,M,Student,91808
123,87,4,2024-12-04 09:51:25,Movie 87,48,F,Engineer,30693
401,20,5,2024-08-09 20:40:49,Movie 20,40,F,Student,43077
767,54,1,2024-09-14 12:58:53,Movie 54,25,M,Artist,76310
294,25,5,2024-12-25 00:41:27,Movie 25,58,F,Artist,86904
280,28,3,2024-10-09 03:52:50,Movie 28,19,M,Engineer,35688
837,5,4,2024-03-23 15:48:37,Movie 5,59,M,Student,91039
884,21,3,2024-02-08 17:30:01,Movie 21,45,M,Artist,38755
610,18,1,2024-05-17 08:11:50,Movie 18,61,M,Engineer,32861
198,47,1,2024-04-07 15:12:27,Movie 47,61,M,Doctor,25653
982,70,3,2024-02-15 15:52:05,Movie 70,64,M,Engineer,35692
907,57,4,2024-03-04 20:34:12,Movie 57,33,M,Doctor,34717
511,93,1,2024-04-07 15:37:07,Movie 93,26,F,Other,33872
752,19,1,2024-09-03 21:09:37,Movie 19,50,F,Engineer,85307
144,97,5,2024-04-16 02:45:12,Movie 97,45,F,Other,20704
609,65,2,2024-02-25 04:23:41,Movie 65,57,M,Artist,41109
201,3,1,2024-06-14 12:07:50,Movie 3,42,M,Teacher,52345
124,42,4,2024-02-24 23:04:22,Movie 42,46,F,Teacher,67908
187,21,4,2024-10-20 14:00:19,Movie 21,54,F,Other,77785
326,99,5,2024-11-06 21:52:13,Movie 99,40,F,Doctor,34104
464,40,4,2024-11-08 14:12:47,Movie 40,42,F,Student,45074
349,67,5,2024-02-27 01:05:08,Movie 67,47,M,Teacher,69459
771,25,1,2024-01-29 10:53:09,Movie 25,41,F,Other,96258
660,55,1,2024-07-19 01:51:23,Movie 55,43,M,Artist,37289
764,84,1,2024-07-29 12:06:02,Movie 84,64,M,Other,61303
955,52,1,2024-09-26 19:23:55,Movie 52,48,F,Student,71494
932,44,2,2024-09-21 10:06:09,Movie 44,42,F,Other,26173
403,98,2,2024-08-03 09:31:15,Movie 98,45,M,Other,81325
346,85,1,2024-06-17 05:15:10,Movie 85,37,M,Engineer,49224
963,56,4,2024-09-13 20:10:52,Movie 56,45,M,Other,31949
511,55,5,2024-06-15 10:00:51,Movie 55,26,F,Other,33872
147,87,3,2024-07-26 10:18:20,Movie 87,59,M,Engineer,58308
148,70,5,2024-02-13 08:17:39,Movie 70,30,M,Teacher,94278
864,77,3,2024-02-12 12:17:58,Movie 77,21,F,Artist,19229
711,87,3,2024-07-26 08:40:28,Movie 87,61,F,Other,86626
820,73,1,2024-07-25 22:06:46,Movie 73,59,F,Student,92186
489,81,3,2024-04-18 16:21:42,Movie 81,25,F,Engineer,49210
929,66,1,2024-06-01 07:43:29,Movie 66,62,F,Engineer,38224
936,19,2,2024-08-14 03:56:36,Movie 19,47,M,Student,32707
640,83,4,2024-09-06 13:58:17,Movie 83,25,F,Artist,80047
551,7,3,2024-01-12 17:16:33,Movie 7,57,F,Student,44146
338,63,4,2024-11-18 16:48:31,Movie 63,30,F,Engineer,17388
872,42,1,2024-08-12 17:21:24,Movie 42,57,F,Doctor,41752
641,42,3,2024-02-22 19:58:51,Movie 42,23,F,Doctor,93992
779,59,5,2024-03-10 02:15:33,Movie 59,19,F,Engineer,35151
988,20,2,2024-08-06 05:02:07,Movie 20,68,M,Student,86716
953,73,2,2024-12-11 04:17:38,Movie 73,58,M,Artist,38698
473,17,3,2024-08-20 13:13:25,Movie 17,25,F,Teacher,65919
946,27,2,2024-06-19 07:26:38,Movie 27,51,F,Doctor,11416
151,47,5,2024-02-08 19:21:24,Movie 47,60,F,Artist,48383
415,2,4,2024-09-09 13:57:39,Movie 2,53,M,Student,36007
990,63,5,2024-06-22 22:44:57,Movie 63,28,M,Artist,31735
298,62,2,2024-03-15 02:47:04,Movie 62,39,F,Doctor,56400
611,100,4,2024-02-01 07:33:30,Movie 100,56,F,Engineer,43105
263,19,5,2024-11-04 02:14:55,Movie 19,56,M,Engineer,95401
764,17,1,2024-12-29 02:59:11,Movie 17,64,M,Other,61303
144,69,1,2024-04-11 22:15:41,Movie 69,45,F,Other,20704
346,39,4,2024-05-16 07:37:59,Movie 39,37,M,Engineer,49224
624,82,4,2024-04-02 20:02:51,Movie 82,64,M,Doctor,76748
572,71,4,2024-01-27 12:45:26,Movie 71,68,F,Engineer,18079
881,81,1,2024-11-11 02:16:10,Movie 81,41,M,Teacher,62837
2,39,5,2024-09-06 04:43:10,Movie 39,32,F,Artist,19221
897,36,4,2024-12-06 15:04:48,Movie 36,49,F,Other,18495
304,40,1,2024-05-08 19:12:24,Movie 40,31,M,Engineer,68433
254,45,4,2024-09-16 16:20:15,Movie 45,48,F,Teacher,17370
652,4,4,2024-04-24 19:58:00,Movie 4,18,F,Teacher,11496
453,25,4,2024-12-30 16:52:37,Movie 25,22,M,Teacher,17093
37,69,1,2024-09-03 02:09:58,Movie 69,34,F,Teacher,89742
160,30,5,2024-04-22 16:59:24,Movie 30,68,M,Teacher,25232
9,76,1,2024-10-30 08:15:43,Movie 76,27,F,Artist,22191
233,68,1,2024-01-23 09:15:16,Movie 68,18,M,Student,14167
99,88,4,2024-09-09 09:53:58,Movie 88,42,M,Doctor,71800
659,29,3,2024-04-20 07:34:40,Movie 29,29,M,Doctor,56791
816,73,3,2024-08-06 20:10:03,Movie 73,19,F,Artist,29549
208,68,3,2024-01-25 15:45:04,Movie 68,27,M,Engineer,70661
131,51,1,2024-01-14 09:43:16,Movie 51,44,F,Teacher,88218
404,24,4,2024-02-22 06:16:40,Movie 24,31,M,Engineer,85226
152,14,3,2024-05-10 16:37:10,Movie 14,57,F,Doctor,60420
